Datetime,Tweet Id,Text,Username
2021-10-08 09:57:56+00:00,1446414549905670144,There is a time to educate and engage. But there is also a time to enforce the law. Saya telah minta laporan di buat terhadap @khalids kepada PDRM &amp; MCMC atas penyebaran berita palsu berkenaan vaksinasi COVID-19. Enough lies.,Khairykj
2021-09-21 07:51:09+00:00,1440222050317058050,"Tahniah! Malaysia mencapai 80% populasi dewasa negara telah lengkap divaksinasi.

Teruskan usaha kita perangi COVID-19. #LindungDiriLindungSemua",IsmailSabri60
2021-09-19 01:05:03+00:00,1439395074312265731,Beli nasgor abang2 aja ya gaes yg jelas2 lg kesusahan di tengah COVID-19. Yg ono udh ga butuh duit ternyata soalnya udh bisa beli topi branded sama ngancem pake UU ITE.,anonblobfish
2021-09-16 22:37:28+00:00,1438633161466925056,"Salam Jumaat yang berkah
Syaliza nk berbagi rezeki #bysyaliza

💵RM10 x 2 winner 
💵RM5 x 3 winners
🇲🇾Malaysia only
✅just rt and like
✅must have SHOPEEPAY/Account Bank
🤲🏻Doakan Syaliza dan mymom cepat sembuh dan sihat dari penyakit Covid19 ini .TQ🙏🏻

⏱End : 17.09.2021 ( 8pm )",Syaliza_along
2021-09-15 06:31:51+00:00,1438027765064814596,Projek rintis Pelancongan Gelembung Langkawi perlu dilaksanakan dengan berhati-hati. Oleh itu setiap pelancong yang akan bercuti ke Langkawi bermula 16 Sep wajib menjalani ujian pengesanan COVID-19 sebelum berlepas. https://t.co/rjPRZZZDml,Khairykj
2021-09-13 07:23:37+00:00,1437316020251754496,"Orang positif COVID-19 yang masuk mal tercatat 3 ribu orang, ke bandara 43 orang, naik kereta 63 orang, dan masuk ke restoran 55 orang. 😱

https://t.co/9aIpzajkil",TirtoID
2021-09-09 01:37:59+00:00,1435779486407016448,"Agatu kareba, silessurengku? Pagi ini saya ke Kab. Wajo, Sulawesi Selatan. 

Saya hendak meninjau kegiatan vaksinasi Covid-19 bagi para pelajar dan masyarakat, lalu meresmikan Bendung Gilireng dan Bendungan Paselloreng di Kab. Wajo. https://t.co/m0T4Jy4J7e",jokowi
2021-09-08 07:23:57+00:00,1435504162230325258,Permintaan @PejaOfPerak untuk ‘outdoor team sports’ adalah wajar. Menteri KBS memang prihatin terhadap sektor sukan. Tadi dibincang &amp; diputuskan di sidang MKN COVID-19. Berita yang baik akan diumumkan.,Khairykj
2021-09-05 15:01:39+00:00,1434532182844862465,"Bentar lagi anak-anak enhypen negative covid-19, AAMIIN",terbiskuit
2021-09-02 03:51:18+00:00,1433276319219937282,Relawan Jokowi Mania (JoMan) mendukung perpanjangan masa jabatan presiden hingga 2027 dengan cara mengundur pelaksanaan Pemilu 2024 menjadi 2027 karena sedang pandemi Covid-19. https://t.co/ptZic6a41l,mazzini_gsp
2021-08-31 04:27:11+00:00,1432560573959442438,"Berbincang di teras rumah dengan seorang warga Kampung Pengampaan, Cirebon pagi ini, saya mengingatkan setiap orang untuk terus menjalankan protokol kesehatan. 

Vaksinasi Covid-19 tengah digelar dari pintu ke pintu di kampung Pengampaan untuk 500 warga oleh tim dari BIN. https://t.co/nUfzdtWaXN",jokowi
2021-08-31 02:08:56+00:00,1432525783478665219,"Data yang bocor mulai dari identitas, nomor telepon, hingga status Covid-19. Dalam laporan juga disebut ada data pejabat RI.

 https://t.co/BZl09VZnIR",asumsico
2021-08-26 07:46:42+00:00,1430798846007730177,"Terkini #COVID19, 24,599 kes baharu dilaporkan.",KKMPutrajaya
2021-08-24 14:28:31+00:00,1430175189233455120,"Obrolan Presiden dengan sejumlah pejabat terdengar dalam video kunjungan ke Kaltim. Terungkap sejumlah pejabat sudah mendapat dosis 3 atau vaksin booster Covid-19. Rekaman itu sempat tersiar di kanal YouTube Sekretariat Presiden, yang kini telah dihapus. https://t.co/LTXekilMHH",qronoz
2021-08-24 06:19:09+00:00,1430052037383786500,"Hai #SobatBKN, tanggal 02 September 2021 pelaksanaan seleksi #CASN2021 siap digelar. 

Namun untuk mengikuti seleksi  tersebut ada sejumlah ketentuan Prokes dari Ketua Satgas Covid-19 bagi peserta SKD CPNS dan Seleksi Kompetensi PPPK Non-Guru.

#2021IkutSeleksiCASN 
#PPPKJugaASN https://t.co/5shC7KHW49",BKNgoid
2021-08-23 06:55:54+00:00,1429698897442611200,"#BreakingNews

Mantan Menteri Sosial Juliari Batubara divonis 12 tahun penjara. Ia dinilai terbukti menerima suap terkait dengan bantuan sosial (bansos) COVID-19 dari para penyedia bansos sembako di Jabodetabek. https://t.co/LkIexPtGkK https://t.co/lTKwM7PE9s",kumparan
2021-08-23 06:38:11+00:00,1429694438301855744,"Terkini #COVID19, 17,672 kes baharu dilaporkan",KKMPutrajaya
2021-08-19 09:07:33+00:00,1428282477576032268,"Apresiasi kpd Gubernur Sumatera Barat, bersikap responsif di era pandemi. Kesatria &amp; berani bertanggung-jawab. Semoga rakyat Sumbar semakin solid &amp; maju. @mahyeldi_sp @PKS_Sumbar

Gub Sumbar minta maaf dan serahkan mobil dinas baru untuk Satgas Covid-19 https://t.co/bCoRI1Uxzx",salimsegaf
2021-08-19 01:56:45+00:00,1428174063327870987,"Selamat pagi. Saya ke Jawa Timur, pagi ini, untuk kunjungan sehari bersama rombongan terbatas.

Saya hendak meninjau kegiatan vaksinasi Covid-19 bagi pelajar serta  vaksinasi dari rumah ke rumah bagi masyarakat di Kab. Madiun. Saya juga akan mengunjungi pabrik pengolahan porang. https://t.co/LBpFKcUjzP",jokowi
2021-08-18 07:47:40+00:00,1427899984356155398,"Terkini #COVID19, 22,242 kes baharu dilaporkan",KKMPutrajaya
2021-08-16 10:51:55+00:00,1427221579235135494,"Amat disayangkan pak @jokowi absen mengucapkan duka atas ratusan ribu rakyat yang meninggal akibat Covid 19 dlm pidato kenegaraannya. Mengingat banyaknya masyarakat yang kehilangan baik keluarga, sanak saudara, serta gugurnya para pejuang tenaga kesehatan di tengah pandemi ini",MardaniAliSera
2021-08-16 06:29:56+00:00,1427155647460569095,Baru tau kalau di pidato Pakde tidak ada ucapan belasungkawa untuk korban #COVID19 😭,berlianidris
2021-08-15 07:50:23+00:00,1426813504623763457,"Penanganan pandemi Covid-19 ini butuh kecepatan dalam testing, tracing, dan treatment.

Untuk itulah, saya menginstruksikan Menteri Kesehatan agar hasil tes PCR bisa diketahui paling lambat 1x24 jam. Selain itu, harga tes PCR ini diturunkan sampai di kisaran Rp450.000-Rp550.000. https://t.co/ANXCvu3S59",jokowi
2021-08-15 01:54:07+00:00,1426723847617667077,"Betapa tidak main-mainnya Australia melawan Covid-19:

-Denda Rp52 juta bagi yang melanggar aturan tinggal di rumah dan bohong kepada petugas pelacakan.
-Denda Rp31 juta bagi yang memasuki pedesaan tanpa izin.
-Denda Rp7 juta bagi mereka yang tidak pakai masker.

Mau coba? 🤠",ProfesorZubairi
2021-08-14 08:09:37+00:00,1426455957983301632,"Pejabat di Kementerian Sosial Matheus Joko Santoso diduga memberi uang istri mudanya dari hasil korupsi bantuan sosial pandemi COVID-19.

https://t.co/yn7ihNErcS",TirtoID
2021-08-13 14:52:02+00:00,1426194843018006534,Jaksa KPK: Uang Suap Bansos COVID-19 Mengalir ke Tim BPK https://t.co/yaOORnp3zT,tvOneNews
2021-08-13 07:37:51+00:00,1426085576843816966,"Terkini #COVID19, 21,468 kes baharu dilaporkan.",KKMPutrajaya
2021-08-12 07:38:34+00:00,1425723367932395520,"Terkini #COVID19, 21,668 kes baharu dilaporkan",KKMPutrajaya
2021-08-12 06:21:59+00:00,1425704096778965000,"Anggota DPRD PSI DKI Ngamuk Karena Ditilang: 'Saya yang Bikin Aturannya!'

Anggota DPRD DKI Fraksi PSI Viani Limardi menjadi viral karena ulahnya melawan petugas di masa penyekatan untuk mencegah pandemi Covid-19. 

#PSI #polisi #PPKM #CovidIsNotOver https://t.co/rPohTlWrWo",republikaonline
2021-08-12 01:11:26+00:00,1425625944732016640,"Seharian aku termenung seakan tak percaya abangku dah tiada 😓

Kami baru je berbalas WhatsApp tetapi selang beberapa jam kemudian pihak hospital telefon kata abang dah meninggal dunia 😭

Abangku tewas melawan covid19

إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ

AL-FATIHAH https://t.co/LJhJb8js5R",Aweeff
2021-08-11 08:01:02+00:00,1425366636857491457,"Pecahan kes baharu #COVID19 mengikut negeri, 11 Ogos 2021 https://t.co/cAaA7q02uN",KKMPutrajaya
2021-08-11 07:59:30+00:00,1425366249945505793,"Terkini #COVID19, 20,780 kes baharu dilaporkan.",KKMPutrajaya
2021-08-10 23:41:22+00:00,1425240891820707849,"Menko Kemaritiman dan Investasi Binsar Pandjaitan menghapus data kematian dari indikator penanganan pandemi Covid-19. Alasannya, pendataan kematian bermasalah karena tidak mencerminkan angka harian secara akurat. #korantempodigital #KoranTempo https://t.co/nXYe2282xS https://t.co/J8lSQJoPt7",korantempo
2021-08-10 07:08:31+00:00,1424991030969991168,"Dalam nota pembelaan, Juliari memang bebas meminta apa saja. Namun, permintaan vonis bebas atas kasus korupsi Bansos Covid-19 dinilai sangat memalukan.

https://t.co/0YwlGMedns",asumsico
2021-08-10 04:05:12+00:00,1424944897203720194,"Luhut mengatakan kesalahan ketika memasukkan data menimbulkan distorsi dalam penilaian. Sehingga dalam evaluasi, diputuskan meniadakan angka kematian dari indikator penanganan COVID-19. #kumparanNEWS https://t.co/OFROhGP0nn",kumparan
2021-08-09 07:09:02+00:00,1424628772356071441,"Selaku petugas Pengurusan Jenazah Covid-19 selalunya aku menguruskan jenazah orang lain. Hari ini serba tak kena buat aku. Aku menguruskan jenazah mak aku. Ya, mak aku sendiri. https://t.co/35s7ofe12y",IamAjak
2021-08-09 04:42:38+00:00,1424591931330285569,"Dalam masa 8 hari dalam bulan Ogos, 1,725 nyawa terkorban dari COVID-19. 

Jumlah kematian keseluruhan dah cecah 10,749 orang.

Sekolah pula nak buka 1 September. Kurang sebulan lagi ni. Hari ni dah 9 Ogos.

Kerajaan BETUL-BETUL bersedia atau tidak untuk sekolah dibuka?? https://t.co/5pNgHJSTJK",SyedSaddiq
2021-08-07 11:19:58+00:00,1423967147395481601,"Sedih, mendengar curhat teman dokter di RSUD Abdul Rivai, Berau. Jenazah pasien meninggal krn Covid-19 dibawa lari keluarga dari RS, dan para nakesnya dituduh mengovidkan. Mau sampai kapan begini terus ya? https://t.co/YFpe8kybsN",aik_arif
2021-08-06 14:47:25+00:00,1423656964039483393,"“Anak-anaaaaaak .. kenapa pada males berjemur... berjemur itu bagus buat mencegah Covid-19,” bu guru “PAUD”.

“Bukan males, Buuuu... Tapi mataharinya kehalang banyak BALIHO, Buuuuuu...”",sudjiwotedjo
2021-08-06 08:23:33+00:00,1423560360993296384,"Pecahan kes baharu #COVID19, 6 Ogos 2021 https://t.co/2Tu1fqkzEG",KKMPutrajaya
2021-08-06 04:32:03+00:00,1423502102563749888,"""Kita merasakan tidak bertanggungjawab jika meninggalkan kerajaan secara tergesa-gesa ketika rakyat sedang berdepan dengan kesusahan akibat pandemik #COVID19,"" Naib Presiden UMNO, Datuk Seri @IsmailSabri60

#PolitikMalaysia #AWANInews https://t.co/YSkiVaRpZV",501Awani
2021-08-06 01:37:19+00:00,1423458128767619072,"Daftar Lomba 17 Agustus : 

- Lomba tarik tambang ❌
- Lomba bertahan hidup dari virus covid-19 ✅",veroniicaa_06
2021-08-05 07:01:13+00:00,1423177255342067715,"#COVID19 Terkini. 5 Ogos. Kes  baharu tertinggi dilaporkan hari ini 20,596.",KKMPutrajaya
2021-08-04 07:08:55+00:00,1422816803642740736,"#COVID19 Terkini. 4 Ogos. Kes tertinggi dilaporkan hari ini 19,819.",KKMPutrajaya
2021-08-04 03:38:32+00:00,1422763859983552512,"Laporan pesakit COVID-19 di Hospital Tengku Ampuan Rahimah (HTAR) terpaksa duduk atas lantai beralaskan kadbod sementara menunggu dimasukkan ke wad adalah TIDAK BENAR. 

#COVID19 https://t.co/hekCYlpuEs",KKMPutrajaya
2021-08-03 21:58:49+00:00,1422678368085061637,"Mohon izin YM. Bapak @SBYudhoyono, Mas @AgusYudhoyono, Mas @Edhie_Baskoro, kami mengajak Bapak SBY sekeluarga u/ dapat kiranya menyumbangkan sedikit dari harta keluarga Bapak miliki, cukup Rp. 500 milyar saja, u/ penanggulangan wabah Covid-19 di NKRI. Semoga berkah bagi rakyat🙏",Ayang_Utriza
2021-08-03 08:46:00+00:00,1422478850433323011,"PSSI memutuskan untuk menggelar kompetisi 2021-2022 di tengah pandemi covid-19 pada tanggal 20 Agustus. Keputusan kick-off itu diambil setelah PSSI melakukan konsultasi dengan Menpora Zainudin Amali dan Mabes Polri.

#KitaGaruda
#MeraihImpian https://t.co/8nuVZtfKsN",PSSI
2021-08-03 06:50:04+00:00,1422449673801854978,"#COVID19 Terkini. 3 Ogos. Jumlah kes baharu hari ini 17,105.",KKMPutrajaya
2021-08-03 04:00:33+00:00,1422407011770060800,"Tidak Cuma Dua Kali, Vaksin Covid-19 Sepertinya Akan Disuntikkan Setiap Tahun https://t.co/wloDqIv74R #TempoVideo",tempodotco
2021-08-03 01:39:26+00:00,1422371500716302339,"Assalamualaikum Sahabat

Insya Allah nanti jam 20.00 wib, saya hadir di TvOne dalam acara “Catatan Demokrasi” dengan Tema “Seputar Hoax Covid-19”
Rencana hadir : 
Pak Said Didu
Prof Henry S
Pak Arya Sinulingga

Smg bisa mewakili aspirasi rakyat &amp; membawa kebaikan

Terima kasih 🙏🏻",DrEvaChaniago
2021-08-02 14:46:01+00:00,1422207062809878528,Saat ini @Eve_JKT48 &amp; @C_ArielJKT48 terpapar oleh virus COVID-19. Kondisi yang bersangkutan normal tanpa gejala dan saat ini sedang melakukan isolasi mandiri. Mohon doa dan dukungannya agar Eve &amp; Ariel bisa segera sembuh kembali!,officialJKT48
2021-08-02 11:01:03+00:00,1422150447230455810,"Tersangka Penembak Laskar FPI Kena COVID-19, Pemberkasan Ditunda https://t.co/zU1p0IEH6g",VIVAcoid
2021-08-02 07:46:54+00:00,1422101588772933636,"Kejadian kan 😊 Anak Alm Akidi Tio yg sesumbar mau sumbang 2 Triliun untuk bantu Covid-19 malah ditangkap polisi. Heriyanti bakal ditetapkan tersangka terkait kebohongan uang sumbangan 2 Triliun.
Apalagi kemaren ada yg bilang dia juga mau sumbang 100 Triliun, jelas gak masuk akal https://t.co/4UF7UhoNcL",mazzini_gsp
2021-08-02 05:17:35+00:00,1422064011022008322,"Kepada sesiapa yang pergi ke PPV PWTC pada tarikh 1 Ogos 2021 (semalam) untuk mendapatkan vaksin, diharap anda dapat melakukan swab test secepat mungkin. Saya disahkan positif COVID-19 pada petang semalam selepas ambil vaksin (10:30AM) https://t.co/aOeKtWdQAA",najibazizz
2021-08-01 11:41:25+00:00,1421798216111169536,Kenyataan Akhbar KPK 1 Ogos 2021 – Kebimbangan Berikutan Pengesanan Kes COVID-19 dan Risiko Penularan Jangkitan di Parlimen https://t.co/7wXVruRdxP,DGHisham
2021-08-01 02:22:42+00:00,1421657611116576772,2 Harimau Sumatra di Ragunan Positif Covid-19 https://t.co/YKVFmU9UyW,CNNIndonesia
2021-08-01 01:30:05+00:00,1421644371221381122,"Dua warga DKI, Hari dan Tino terpapar COVID-19. Tidak ada pilihan. Mereka harus isolasi. Diputuskan untuk isolasi mandiri di Taman Margasatwa Ragunan (TMR). Pasokan makanan dan obat dicukupi selama isoman dan proses penyembuhan.

https://t.co/XmhWJGTrbh https://t.co/oxqyGwH5rd",aniesbaswedan
2021-07-31 16:50:17+00:00,1421513560203481091,"Yusril Soroti Penanganan COVID-19: Salah Kebijakan Bisa Mati Massal
https://t.co/p1m01PtcoV",geloraco
2021-07-31 11:09:30+00:00,1421427797482885121,Ini 1 contoh dari ribuan hoax. Sy tak prnh lapor kpd Presiden adanya obat covid-19 hsl bertapa 40 hr. Yg benar ada orng meminta sy utk diantar menghadap Presiden krn stlh bertapa 40 hr menemukan obat vovid. Tentu sy tolak krn hal tsb pasti tak bs dipercaya https://t.co/tcJEVYozsk,mohmahfudmd
2021-07-31 05:24:36+00:00,1421341001788973059,"Heboh sumbangan cash 2 T dari kel Tionghoa kpd Kapolda Sumsel untuk tangani Covid-19 disana, ternyata uangnya masih di Bank Singapura. Dana tsb awalnya sangat sulit dicairkan oleh ahli waris hingga akhirnya sepakat disumbangkan. Apakah berhasil ditransfer? Tunggu babak berikutnya",HeriSuwondo2
2021-07-31 03:40:04+00:00,1421314693189177344,"2 gambar yang berbeza -&gt; Anak muda Sukarelawan Wilayah Prihatin @PRIVOWP
membantu menyelamatkan nyawa rakyat dan memvaksinkan rakyat. Yang geng #Lawan ni pula sibuk buat demo berpolitiking merebut kuasa time2 pandemik Covid19 ni https://t.co/Bbf8nXHRnz",tunfaisal
2021-07-31 01:21:58+00:00,1421279939341389826,"Penderita GERD harus lebih meningkatkan kewaspadaannya di masa pandemi Covid-19. Sebab, penyakit ini dianggap sebagai komorbid yang mematikan jika mereka terpapar virus Corona. 

https://t.co/zhTGh4DL2Z",asumsico
2021-07-30 12:54:06+00:00,1421091731538268165,Kapan ya bisa dengar berita ada parpol dan atau politisinya yg nyumbang Rp 2T untuk membantu penanganan dan pembiayaan masalah yg ditimbulkan oleh pandemi COVID-19 ini?,maman1965
2021-07-30 07:26:43+00:00,1421009343709732864,"#COVID19 Terkini. 30 Julai. Kes baharu hari ini 16,840.",KKMPutrajaya
2021-07-29 13:36:44+00:00,1420740074073837578,"Adakah temen2 di sini yang belum pernah kena C19 sama sekali sejak Maret 2020 hingga saat ini? (Tidak termasuk bagi siapapun yg belum pernah kena C19 karena tidak pernah swab, padahal sering mengalami gejala umum covid-19 seperti demam, batuk, flu, anosmia, sesak, dll)",afrkml
2021-07-29 07:04:22+00:00,1420641330452000775,"#COVID19 Terkini. 29 Julai. Kes baharu hari ini 17,170.",KKMPutrajaya
2021-07-29 04:52:20+00:00,1420608104425824259,"Hadapilah penyakit dgn tenang dan ikhtiar krn kata Nabi Muhammad SAW, “Setiap penyakit ada obatnya”,  (likulli da’in dawa’un). Spt penyakit2 lain Covid-19 ada penangkal dan obatnya: ikuti program vaksinasi, lakukan prokes: sering cuci tangan bersabun, pakai masker, jaga jarak. https://t.co/xSSSprJ3BW",mohmahfudmd
2021-07-28 15:10:54+00:00,1420401382838833160,"Tuntutan KPK pd terdakwa korupsi Bansos Covid-19 yg hanya 11 tahun sgt mengecewakan.

Ada jarak yg cukup jauh dari ancaman hukuman maks 20 tahun atau seumur hidup. Dan yg paling penting, dlm kondisi pandemi ini, Tuntutan tsb gagal menimbang rasa keadilan korban bansos covid-19.",febridiansyah
2021-07-28 13:53:18+00:00,1420381856139124738,"Indonesia diprediksi akan menjadi negara terakhir di dunia yang keluar dari krisis pandemi Covid-19, jika tidak ada kebijakan strategis yang tepat. https://t.co/RzxVDqnvnU",kompascom
2021-07-28 07:05:16+00:00,1420279172526579714,"#COVID19 Terkini. 28 Julai. Kes baharu hari ini 17,405.",KKMPutrajaya
2021-07-28 04:50:57+00:00,1420245369410097160,"Yang Dipertua Dewan Rakyat,  Datuk Azhar Azizan Harun sahkan terdapat empat kes baharu #COVID19 dikesan di Parlimen pada Selasa dan Rabu.

#SisiTVParlimen #DewanRakyat https://t.co/47wiopsmMJ",501Awani
2021-07-28 02:20:46+00:00,1420207573131689985,ICW menantang Jaksa KPK menuntut Juliari Batubara penjara seumur hidup karena korupsi bansos Covid-19. #TempoNasional https://t.co/KhgCVJthn1,tempodotco
2021-07-28 01:34:04+00:00,1420195823736872968,"JOKOWI konsentrasi penuh menjlnkan misi tertinggi Negara”MENYELAMATKAN RAKYAT adalah  Hukum tertinggi”(Salus populi suprema lex esto). Krnnya MUSUH NEGARA adalah yg menghalang-halangi, menghambat, mengganggu bahkan menggagalkan upaya percepatan Pemulihan Pandemi Covid 19. https://t.co/Sk8kGBPFSF",AliNgabalinNew
2021-07-27 11:31:44+00:00,1419983842438352896,"Sebanyak 21,2 juta dosis bahan baku vaksin Sinovac tiba di Indonesia siang tadi. 
 
Vaksinasi Covid-19 adalah langkah penting untuk keluar dari pandemi ini. Untuk mencapai kekebalan komunal, sekitar 208 juta penduduk Indonesia, termasuk usia 12-17 tahun, perlu divaksinasi. https://t.co/k3xoLkBBH7",jokowi
2021-07-27 01:28:49+00:00,1419832112505524229,"ngerocos, nyinyir, menghasut, fitnah, adu-domba berikut yg sejenisnya tlh mjd kebutuhan PRIMER kaum bedebah, BSH, jamaah alqadruniyah, sampah demokrasi yg sll mengganggu konsentrasi penanganan pandemi covid 19. maju terus pak menteri&amp;seluruh jajaran GasPol. #StopProvokasiRakyat https://t.co/uJ1lMVJwx8",AliNgabalinNew
2021-07-26 09:41:19+00:00,1419593667459751936,"Assalamulaikum, abang dan sekeluarga telah disahkan positif covid-19. Mohon doakan kesembuhan untuk keluarga kami.",aimansalim_
2021-07-26 07:20:36+00:00,1419558253344686087,"#COVID19 Terkini. 26 Julai. Kes baharu hari ini 14,516.",KKMPutrajaya
2021-07-26 03:57:46+00:00,1419507208451084293,"#JiChangWook dinyatakan positif COVID-19

Menurut agensi, #JiChangWook tidak memiliki masalah kesehatan khusus dan saat ini sedang karantina mandiri. Syuting netflix #TheSoundofMagic ditunda sementara waktu 

https://t.co/FOlGdukbSI https://t.co/KOuVHWpgF4",infodrakor_id
2021-07-26 03:09:55+00:00,1419495166180696070,"Dengan berat hati saya ingin memaklumkan abang saya, Zahari, telah kembali ke rahmatullah  baru sebentar tadi 😭 setelah berjuang dengan #covid19",fedtriyahya
2021-07-25 08:23:41+00:00,1419211742672875523,"#COVID19 Kes baharu harian tertinggi dilaporkan hari ini, 17,045 dengan Lembah Klang, Johor dan Kedah mencatatkan kes tertinggi. 

Jumlah keseluruhan kes pula melepasi 1 juta hari ini sejak kes pertama dilaporkan di negara ini pada 25 Januari 2020. https://t.co/3eAaRequk8",KKMPutrajaya
2021-07-25 08:17:27+00:00,1419210172036116482,"Penduduk Kelantan dinasihat lebih berwaspada susulan penemuan kes pertama COVID19 dengan varian Delta. 

""Jangan tubik (keluar) dan jangan kederak (bersiar-siar) jika tiada urusan penting.""

https://t.co/XLjYVyD6Zj",KKMPutrajaya
2021-07-25 08:04:51+00:00,1419207003558146055,"#COVID19 Pecahan kes baharu mengikut negeri, 25 Julai. 

Lembah Klang, Kedah dan Johor merekodkan kes tertinggi. https://t.co/39J5qiR16F",KKMPutrajaya
2021-07-25 07:58:13+00:00,1419205334292340740,"#COVID19 Terkini. 25 Julai. Kes baharu hari ini adalah yang tertinggi 17,045.",KKMPutrajaya
2021-07-25 00:07:47+00:00,1419086942583476231,"Mereka yang telah melengkapkan dua dos suntikan vaksin COVID-19 dijangka menerima berita baik tidak lama lagi.

#LindungDiriLindungSemua 

https://t.co/mG3IqE8zjq",KKMPutrajaya
2021-07-24 11:24:08+00:00,1418894765999935490,"[Terkini] Astro AWANI difahamkan tiga Ahli Parlimen disahkan positif COVID-19 selepas menjalani ujian saringan pada Jumaat.

Selain itu, empat lagi Ahli Parlimen disahkan kontak rapat.

35 petugas Parlimen juga disahkan positif COVID-19.

Lanjut di @501Awani",FirdausAzil
2021-07-24 07:45:44+00:00,1418839804872122374,"#COVID19 Pecahan kes baharu mengikut negeri, 24 Julai. https://t.co/fX7yKXzuif",KKMPutrajaya
2021-07-24 07:28:17+00:00,1418835412496289794,"#COVID19 Terkini. 24 Julai. Kes baharu hari ini  15,902.",KKMPutrajaya
2021-07-24 05:33:00+00:00,1418806398637334533,"Menko Polhukam @mohmahfudmd mengungkap sejumlah dilema yang dihadapi pemerintah dalam mengatasi pandemi Covid-19. Ia pun mengakui, tak ada keputusan yang benar-benar tepat yang bisa diambil pemerintah dalam menghadapi pandemi Covid-19 saat ini.

https://t.co/4Mq01bw6v2 https://t.co/tjjLf7z6fU",KompasTV
